PSC	0	RE113838	6342490	3042737	3987877	4988842	2041772	1479902	16.8	183235	0	0	429072
PSC	0	RE114379	6268567	2957874	4090129	5008144	2039859	1451434	13.8	376416	0	0	516524
PSC	0	RE114623	6114119	2866830	4361007	5131439	2096398	1517632	16.7	197267	0	0	420707
PSC	0	RE115125	6342604	3071680	3995555	5010841	2056394	1498332	19.0	141157	0	0	372177
PSC	0	RE115304	6152759	2951798	4289206	5135279	2105725	1545239	22.0	311341	0	0	338440
PSC	0	RE115445	6380991	3087651	3909944	4969206	2028389	1454934	15.6	432937	0	0	449878
PSC	0	RE115604	6204021	2943764	4220865	5089202	2075427	1506053	17.4	274917	0	0	406274
PSC	0	RE116077	6337348	3038680	3973701	4981595	2030786	1436197	14.3	672348	0	0	499075
